account_id,in_degree,out_degree,in_strength,out_strength,tx_sent,tx_received,in_out_ratio,strength_ratio,pagerank,betweenness_centrality,clustering_coefficient
A585,100,78,38686.02,28977.98,78,100,1.2658,1.335,0.00050674,0.00030881,0.091124
A1531,102,114,37761.88,39856.29,114,102,0.887,0.9475,0.00050672,0.00085623,0.093148
A1526,100,119,44643.16,44900.49,119,100,0.8333,0.9943,0.00050664,0.00031686,0.095576
A867,103,140,40080.61,53742.22,140,103,0.7305,0.7458,0.00050658,0.00026195,0.095159
A365,100,96,51388.95,45978.98,96,100,1.0309,1.1177,0.00050656,0.00037989,0.099366
A236,104,115,42504.59,48456.14,115,104,0.8966,0.8772,0.00050655,0.00035531,0.095689
A1102,102,106,35108.71,40521.28,106,102,0.9533,0.8664,0.0005064,0.00040271,0.099498
A1330,101,109,45046.81,50082.98,109,101,0.9182,0.8994,0.00050633,4.07e-06,0.092587
A1196,101,101,41591.96,37062.85,101,101,0.9902,1.1222,0.00050632,0.00049205,0.099967
A572,99,95,40312.02,38083.43,95,99,1.0312,1.0585,0.0005062,0.00047199,0.091275
A1269,102,98,44669.58,35437.92,98,102,1.0303,1.2605,0.00050617,0.00058576,0.09315
A1890,102,95,41498.4,34208.2,95,102,1.0625,1.2131,0.00050602,0.0002773,0.098959
A1661,96,98,36048.23,36617.9,98,96,0.9697,0.9844,0.000506,0.00086935,0.091005
A1016,103,109,40297.09,43282.29,109,103,0.9364,0.931,0.00050591,0.00071654,0.097863
A1625,101,105,40922.76,43638.06,105,101,0.9528,0.9378,0.0005059,0.00020865,0.096718
A181,101,98,41048.13,36021.23,98,101,1.0202,1.1396,0.00050589,0.00018714,0.096934
A1396,102,104,39668.13,43842.85,104,102,0.9714,0.9048,0.00050587,0.00066741,0.097437
A1292,101,114,39802.62,40846.46,114,101,0.8783,0.9744,0.00050563,0.00059684,0.095168
A1024,103,108,43532.67,44448.3,108,103,0.945,0.9794,0.00050556,0.00021714,0.099246
A254,103,105,40583.95,39520.01,105,103,0.9717,1.0269,0.00050554,0.00050369,0.096696
A1107,101,112,40026.24,37592.82,112,101,0.8938,1.0647,0.00050551,0.00054156,0.096645
A1174,103,108,42144.38,41335.2,108,103,0.945,1.0196,0.00050549,0.00022097,0.092026
A1256,100,105,49268.93,38971.59,105,100,0.9434,1.2642,0.00050543,0.00053108,0.089702
A1991,99,101,39759.06,42826.9,101,99,0.9706,0.9284,0.00050533,0.00056437,0.093497
A1339,100,109,34900.29,49780.76,109,100,0.9091,0.7011,0.00050526,0.00011404,0.095319
A686,99,89,60156.93,55879.62,89,99,1.1,1.0765,0.00050516,0.00055629,0.094077
A561,103,70,41936.05,31458.09,70,103,1.4507,1.3331,0.00050513,0.00037109,0.099072
A1393,102,100,41893.19,40593.73,100,102,1.0099,1.032,0.00050495,0.00041141,0.093805
A383,101,88,39729.3,35781.47,88,101,1.1348,1.1103,0.00050492,0.00025888,0.097765
A965,105,113,42415.79,47258.66,113,105,0.9211,0.8975,0.00050491,0.00052071,0.093889
A880,98,102,42617.04,38807.68,102,98,0.9515,1.0982,0.00050483,0.00046232,0.094461
A424,100,122,37617.91,45676.63,122,100,0.813,0.8236,0.00050477,0.00049447,0.097425
A1485,100,106,43357.8,64155.84,106,100,0.9346,0.6758,0.00050476,0.00060837,0.096756
A1432,101,83,38468.92,31757.44,83,101,1.2024,1.2113,0.00050468,0.00055712,0.097007
A1460,104,100,39938.81,38290.56,100,104,1.0297,1.043,0.00050467,0.00051504,0.095127
A825,99,86,39780.11,38768.09,86,99,1.1379,1.0261,0.00050464,8.861e-05,0.09501
A515,101,92,39921.74,40889.66,92,101,1.086,0.9763,0.00050464,0.00112809,0.095137
A1179,101,113,52025.75,56633.02,113,101,0.886,0.9186,0.00050461,0.0004367,0.092147
A526,102,100,44231.62,43229.07,100,102,1.0099,1.0232,0.00050454,0.00041486,0.098331
A1540,98,119,34725.38,53803.58,119,98,0.8167,0.6454,0.00050453,0.0004556,0.096614
A428,102,108,45040.71,41154.49,108,102,0.9358,1.0944,0.00050438,0.00021205,0.09502
A815,102,118,37633.8,45314.92,118,102,0.8571,0.8305,0.00050437,0.00034498,0.095305
A387,102,109,40457.73,41652.72,109,102,0.9273,0.9713,0.00050436,0.00055948,0.096281
A93,103,102,42429.99,42508.34,102,103,1.0,0.9982,0.00050416,0.00051689,0.0962
A1642,101,88,40530.76,38200.24,88,101,1.1348,1.061,0.00050412,0.00039051,0.094598
A762,100,111,38331.29,42139.32,111,100,0.8929,0.9096,0.00050406,0.00062656,0.097331
A1029,101,117,36386.24,47099.25,117,101,0.8559,0.7725,0.00050405,0.00088442,0.093382
A789,101,112,39112.68,47931.83,112,101,0.8938,0.816,0.00050405,0.00041683,0.09832
A611,101,102,38828.02,40088.38,102,101,0.9806,0.9686,0.00050404,0.00023616,0.09619
A958,102,91,43037.46,35633.42,91,102,1.1087,1.2078,0.00050391,3.68e-06,0.098588
A402,98,106,56732.22,58536.8,106,98,0.9159,0.9692,0.00050384,0.0001343,0.094192
A435,102,101,35383.34,45299.88,101,102,1.0,0.7811,0.00050377,0.00063127,0.094333
A1008,104,111,39837.18,43933.56,111,104,0.9286,0.9068,0.00050376,0.00039551,0.096167
A819,100,110,56637.36,57120.47,110,100,0.9009,0.9915,0.00050373,0.00084875,0.090396
A1804,104,110,41067.36,47713.51,110,104,0.9369,0.8607,0.00050368,0.00062938,0.095611
A214,100,89,35245.18,32046.26,89,100,1.1111,1.0998,0.00050367,0.000975,0.100024
A1046,99,89,38492.87,37098.46,89,99,1.1,1.0376,0.00050361,0.0003583,0.092775
A394,103,82,42614.86,31252.53,82,103,1.241,1.3636,0.00050357,0.0003087,0.098035
A919,100,98,36704.68,44668.43,98,100,1.0101,0.8217,0.00050354,0.00047243,0.097823
A59,102,101,36486.66,37135.28,101,102,1.0,0.9825,0.00050352,0.00058634,0.097258
A579,102,95,43777.19,32331.29,95,102,1.0625,1.354,0.00050348,0.0005532,0.097176
A1422,102,109,36276.61,44598.99,109,102,0.9273,0.8134,0.00050341,0.0006625,0.096088
A1884,104,94,40902.78,36437.74,94,104,1.0947,1.1225,0.00050341,0.00043999,0.095572
A1538,104,96,65757.23,54825.35,96,104,1.0722,1.1994,0.00050336,0.0003847,0.094895
A1555,101,92,39071.01,35001.92,92,101,1.086,1.1163,0.00050335,0.00075349,0.097826
A48,99,104,38958.74,44074.25,104,99,0.9429,0.8839,0.00050334,0.00056624,0.100262
A370,103,95,42679.47,36740.6,95,103,1.0729,1.1616,0.00050324,0.00017527,0.091543
A1795,101,87,37779.83,34673.88,87,101,1.1477,1.0896,0.00050318,0.00025677,0.098077
A308,102,90,33953.22,33676.47,90,102,1.1209,1.0082,0.00050318,0.00033993,0.093312
A742,102,117,38539.96,47815.87,117,102,0.8644,0.806,0.00050311,0.00021692,0.093962
A719,100,106,35576.65,42204.88,106,100,0.9346,0.843,0.00050306,0.00073328,0.09843
A1954,101,88,59546.07,57380.26,88,101,1.1348,1.0377,0.00050296,0.00017061,0.096071
A504,105,105,50804.13,49499.78,105,105,0.9906,1.0264,0.00050292,0.00050415,0.094453
A1971,100,107,36101.79,42025.75,107,100,0.9259,0.859,0.00050289,0.00031253,0.096442
A1535,101,88,39592.64,38237.13,88,101,1.1348,1.0355,0.00050278,0.00082967,0.090766
A459,103,84,42318.85,37366.31,84,103,1.2118,1.1325,0.00050261,0.00024383,0.098164
A97,98,109,38812.37,37984.57,109,98,0.8909,1.0218,0.00050259,0.00057421,0.097711
A723,103,99,41522.08,39625.74,99,103,1.03,1.0479,0.00050249,5.72e-06,0.09548
A1346,101,99,44570.02,42447.37,99,101,1.01,1.05,0.00050249,0.00019579,0.098222
A1068,103,109,42100.19,41029.94,109,103,0.9364,1.0261,0.00050242,0.00028931,0.095825
A1490,101,89,39805.2,34192.63,89,101,1.1222,1.1641,0.00050238,0.00027904,0.089894
A1719,100,87,36026.83,38793.33,87,100,1.1364,0.9287,0.00050231,0.00025494,0.094724
A916,102,87,41318.26,35115.83,87,102,1.1591,1.1766,0.00050226,0.00024569,0.100411
A46,102,108,39459.4,42618.15,108,102,0.9358,0.9259,0.00050222,0.00079331,0.097077
A992,100,119,38426.15,50176.99,119,100,0.8333,0.7658,0.00050221,0.0002165,0.09496
A211,102,91,42005.31,34660.65,91,102,1.1087,1.2119,0.00050208,0.00050087,0.098962
A1633,104,89,41201.8,35929.25,89,104,1.1556,1.1467,0.00050207,0.00018081,0.08995
A794,100,110,39772.47,48001.63,110,100,0.9009,0.8286,0.00050206,0.00063079,0.096391
A440,98,96,39388.14,35375.84,96,98,1.0103,1.1134,0.00050198,0.00056471,0.094659
A1017,102,90,46378.1,34272.76,90,102,1.1209,1.3532,0.00050187,0.00025023,0.09601
A1907,102,101,42123.21,38732.22,101,102,1.0,1.0875,0.0005018,0.00026782,0.098873
A1880,97,102,39905.68,37499.64,102,97,0.9417,1.0642,0.00050176,0.00054016,0.093914
A1693,99,98,40466.42,35861.54,98,99,1.0,1.1284,0.00050175,0.0005853,0.095682
A811,102,109,44832.44,42660.76,109,102,0.9273,1.0509,0.00050173,0.00042311,0.092563
A949,98,99,37888.26,46338.04,99,98,0.98,0.8176,0.00050171,0.00046154,0.094904
A1779,101,108,41532.35,38783.08,108,101,0.9266,1.0709,0.00050171,9.149e-05,0.094037
A458,101,116,42878.67,44355.21,116,101,0.8632,0.9667,0.0005016,0.00048455,0.099292
A1934,99,101,40234.05,41372.62,101,99,0.9706,0.9725,0.00050158,0.00027213,0.092643
A1074,101,102,39729.58,45124.2,102,101,0.9806,0.8804,0.00050152,0.00027268,0.097122
A1239,100,109,35589.08,40572.99,109,100,0.9091,0.8772,0.00050143,0.00040413,0.09195
A1381,103,111,37114.45,41524.62,111,103,0.9196,0.8938,0.00050138,0.00074283,0.097463
A1337,103,99,50562.93,41652.39,99,103,1.03,1.2139,0.00050137,9.968e-05,0.094904
A1754,103,101,35931.53,41575.85,101,103,1.0098,0.8642,0.00050112,0.00057955,0.096074
A977,103,99,43126.56,53535.73,99,103,1.03,0.8056,0.00050111,0.00028684,0.093635
A470,102,84,42420.2,34637.53,84,102,1.2,1.2247,0.00050108,0.00038769,0.097522
A1959,102,107,43095.05,41646.35,107,102,0.9444,1.0348,0.00050107,0.00057995,0.094158
A126,105,115,45090.31,44664.57,115,105,0.9052,1.0095,0.00050101,0.00060575,0.094328
A1009,102,124,36917.06,56333.08,124,102,0.816,0.6553,0.00050101,0.00034943,0.095144
A147,104,96,42191.18,38851.26,96,104,1.0722,1.086,0.00050095,0.00050043,0.09257
A873,98,103,43577.26,36175.54,103,98,0.9423,1.2046,0.00050083,0.00085292,0.096075
A1764,102,103,38011.16,37971.72,103,102,0.9808,1.001,0.00050082,0.00031052,0.093471
A1011,98,101,35190.03,38034.45,101,98,0.9608,0.9252,0.0005008,0.00018194,0.095576
A252,103,105,45796.02,38104.89,105,103,0.9717,1.2018,0.00050075,0.00034091,0.095691
A1461,100,88,38359.72,35469.37,88,100,1.1236,1.0815,0.00050071,0.00056935,0.09673
A1994,101,106,41075.24,44615.54,106,101,0.9439,0.9206,0.00050067,0.00059555,0.094396
A372,98,119,39692.8,51853.87,119,98,0.8167,0.7655,0.00050067,0.0003927,0.09455
A859,104,97,41198.96,41485.89,97,104,1.0612,0.9931,0.00050062,0.00055187,0.088677
A1948,101,96,40202.36,36515.56,96,101,1.0412,1.101,0.00050058,0.00070497,0.095495
A1646,100,96,49150.42,48653.83,96,100,1.0309,1.0102,0.00050055,0.00041966,0.095912
A202,103,130,44178.95,44587.73,130,103,0.7863,0.9908,0.00050047,0.00035378,0.094438
A1344,100,100,39868.88,40592.73,100,100,0.9901,0.9822,0.00050031,0.00058216,0.091246
A1080,100,108,38815.35,42731.54,108,100,0.9174,0.9084,0.00050031,0.00048397,0.092036
A1818,100,106,38308.23,45094.66,106,100,0.9346,0.8495,0.00050025,0.00031054,0.09826
A1541,99,101,40607.95,40259.27,101,99,0.9706,1.0087,0.00050022,0.00028464,0.098691
A1152,98,93,37473.22,39638.36,93,98,1.0426,0.9454,0.00050015,0.00029258,0.099205
A1235,101,110,44857.36,39711.77,110,101,0.9099,1.1296,0.00050015,0.00040988,0.095377
A77,101,109,41451.53,43923.67,109,101,0.9182,0.9437,0.00050013,0.00091869,0.094716
A212,99,101,39342.62,42738.5,101,99,0.9706,0.9205,0.00049999,0.0010704,0.101003
A555,102,89,37319.93,39530.02,89,102,1.1333,0.9441,0.00049974,0.00034684,0.092769
A400,100,105,40102.95,41028.4,105,100,0.9434,0.9774,0.00049971,0.00091055,0.094652
A351,101,83,38319.87,32193.76,83,101,1.2024,1.1903,0.0004997,0.00057503,0.094545
A1380,101,95,36442.55,35001.81,95,101,1.0521,1.0412,0.00049965,0.00033253,0.09596
A586,98,95,38898.13,38471.56,95,98,1.0208,1.0111,0.00049959,0.00080136,0.095786
A1092,99,99,48434.05,43796.8,99,99,0.99,1.1059,0.00049934,0.00036662,0.095207
A1839,99,90,41232.25,37865.07,90,99,1.0879,1.0889,0.00049925,0.00052642,0.098797
A650,99,111,38597.83,45684.06,111,99,0.8839,0.8449,0.00049924,0.00035931,0.09397
A1626,98,112,37330.51,45010.57,112,98,0.8673,0.8294,0.00049921,9.378e-05,0.095759
A1858,100,91,36901.06,37273.44,91,100,1.087,0.99,0.00049912,0.00044378,0.096834
A1550,100,101,41964.17,44690.13,101,100,0.9804,0.939,0.00049908,0.00056291,0.096335
A562,100,105,38036.41,45244.66,105,100,0.9434,0.8407,0.00049907,0.0008536,0.097062
A1734,101,103,40996.87,38773.81,103,101,0.9712,1.0573,0.00049907,0.00032674,0.097096
A624,100,101,40056.79,39841.35,101,100,0.9804,1.0054,0.00049899,0.00082629,0.096776
A1479,101,94,41054.7,41366.55,94,101,1.0632,0.9925,0.00049899,0.00027684,0.098649
A444,101,106,39813.11,41397.14,106,101,0.9439,0.9617,0.00049899,0.0005175,0.092517
A141,99,110,38145.91,41930.46,110,99,0.8919,0.9097,0.00049891,0.00048051,0.094386
A957,98,84,37428.54,31244.63,84,98,1.1529,1.1979,0.00049876,0.00014431,0.093477
A1424,98,117,40996.59,44257.52,117,98,0.8305,0.9263,0.00049868,0.00011831,0.093986
A176,102,107,40115.4,40278.66,107,102,0.9444,0.9959,0.00049864,0.00037829,0.096651
A80,96,107,42807.2,45353.4,107,96,0.8889,0.9439,0.00049853,0.00029748,0.099567
A1512,98,111,36216.39,46678.13,111,98,0.875,0.7759,0.00049844,0.00086924,0.093832
A130,102,115,41306.98,46589.88,115,102,0.8793,0.8866,0.00049844,0.00056213,0.094478
A1197,101,100,43715.69,41137.02,100,101,1.0,1.0627,0.0004984,0.00031346,0.092005
A1249,100,103,39838.38,41123.88,103,100,0.9615,0.9687,0.00049818,0.00094427,0.093804
A1913,96,111,41737.55,47123.78,111,96,0.8571,0.8857,0.00049816,0.00033648,0.096915
A1045,99,91,40327.99,37355.72,91,99,1.0761,1.0796,0.00049814,0.00070503,0.099014
A57,98,101,44073.66,37623.72,101,98,0.9608,1.1714,0.00049808,0.00040396,0.095949
A233,99,114,36862.59,50255.99,114,99,0.8609,0.7335,0.00049803,0.00044226,0.094787
A1762,107,90,47246.61,37113.09,90,107,1.1758,1.273,0.00049799,0.00049848,0.093094
A107,102,106,48491.41,40034.07,106,102,0.9533,1.2113,0.00049794,0.00051739,0.095929
A410,99,107,37760.78,54022.16,107,99,0.9167,0.699,0.00049793,0.00020853,0.098388
A822,102,106,41554.53,39321.89,106,102,0.9533,1.0568,0.00049791,0.00065269,0.095226
A326,100,76,41420.93,30836.04,76,100,1.2987,1.3433,0.00049788,0.0003883,0.09367
A1738,105,98,39225.37,36369.1,98,105,1.0606,1.0785,0.00049787,0.00063364,0.095089
A123,96,112,40459.84,45128.25,112,96,0.8496,0.8966,0.00049778,8.905e-05,0.099267
A1515,97,95,38408.38,37371.32,95,97,1.0104,1.0278,0.00049776,0.00060966,0.099247
A1378,102,96,39894.48,37493.7,96,102,1.0515,1.064,0.00049766,0.00048309,0.093066
A782,102,106,37258.87,41755.33,106,102,0.9533,0.8923,0.00049764,0.00063588,0.093721
A927,101,88,44912.26,35560.48,88,101,1.1348,1.263,0.00049762,0.00056685,0.098539
A45,100,118,39004.16,44948.13,118,100,0.8403,0.8678,0.00049753,0.00048131,0.094874
A1947,99,100,41130.15,39469.45,100,99,0.9802,1.0421,0.00049741,0.00050641,0.097967
A801,102,91,38879.87,38845.74,91,102,1.1087,1.0009,0.00049741,0.0006376,0.091471
A430,98,82,41361.72,36183.94,82,98,1.1807,1.1431,0.00049741,0.00044226,0.095107
A1721,98,101,42108.32,42493.35,101,98,0.9608,0.9909,0.00049735,0.00046552,0.095986
A651,98,118,39907.79,48805.43,118,98,0.8235,0.8177,0.00049726,0.00036032,0.093831
A11,100,107,49592.43,56786.12,107,100,0.9259,0.8733,0.0004972,0.00031034,0.098554
A1348,102,86,39273.05,55863.0,86,102,1.1724,0.703,0.00049718,0.0005317,0.099693
A975,100,81,43437.8,33626.0,81,100,1.2195,1.2918,0.00049714,0.00049641,0.09487
A974,100,114,43280.46,46376.06,114,100,0.8696,0.9333,0.00049711,0.00082798,0.096448
A1311,102,93,41910.84,37815.79,93,102,1.0851,1.1083,0.00049686,0.00029586,0.096427
A901,99,86,39609.06,33585.03,86,99,1.1379,1.1794,0.00049668,0.00044639,0.092275
A1290,95,118,36692.41,47205.95,118,95,0.7983,0.7773,0.00049666,0.00085509,0.092508
A399,97,95,36346.62,37527.29,95,97,1.0104,0.9685,0.00049663,0.00045641,0.098182
A70,100,89,42400.85,36723.58,89,100,1.1111,1.1546,0.00049662,0.0005795,0.098182
A1662,98,87,43070.97,36705.46,87,98,1.1136,1.1734,0.00049659,0.00040752,0.097647
A207,99,120,42228.92,48016.43,120,99,0.8182,0.8795,0.00049645,0.00080039,0.094213
A1237,97,93,39232.12,34998.83,93,97,1.0319,1.121,0.00049638,0.00037521,0.098343
A1648,98,98,38658.68,39584.05,98,98,0.9899,0.9766,0.00049633,0.00032836,0.092416
A596,97,112,36209.88,46631.41,112,97,0.8584,0.7765,0.00049633,0.00043849,0.093568
A1993,100,74,41785.1,31155.36,74,100,1.3333,1.3412,0.00049633,0.00052169,0.095935
A422,99,103,42331.26,41705.95,103,99,0.9519,1.015,0.0004962,0.00020892,0.091375
A1204,98,106,40948.36,43240.65,106,98,0.9159,0.947,0.00049615,0.00048923,0.094172
A403,99,103,36659.16,41979.42,103,99,0.9519,0.8733,0.00049615,0.00052265,0.094505
A120,98,93,43632.79,35542.12,93,98,1.0426,1.2276,0.0004961,0.00041396,0.093076
A1190,101,91,37394.13,33630.82,91,101,1.0978,1.1119,0.0004961,0.00025981,0.090915
A1696,97,97,44856.67,35961.76,97,97,0.9898,1.2473,0.00049603,0.00070687,0.097752
A661,99,100,42554.46,44541.26,100,99,0.9802,0.9554,0.00049598,0.00019713,0.09617
A108,103,108,49334.09,48768.82,108,103,0.945,1.0116,0.00049598,0.0004049,0.097586
A1280,99,108,36936.86,44521.7,108,99,0.9083,0.8296,0.00049594,0.00032326,0.093819
A6,98,89,38577.97,35190.68,89,98,1.0889,1.0963,0.00049593,0.00019794,0.100186
A1455,101,94,45457.58,34198.81,94,101,1.0632,1.3292,0.00049582,0.00068323,0.092879
A1263,95,113,37668.54,50712.26,113,95,0.8333,0.7428,0.0004956,0.00091393,0.096965
A1640,99,113,38647.47,46149.39,113,99,0.8684,0.8374,0.00049544,0.00066004,0.09766
A1908,99,110,38302.65,43097.83,110,99,0.8919,0.8887,0.00049544,0.00045917,0.09407
A300,99,94,35031.64,35757.75,94,99,1.0421,0.9797,0.00049542,0.00017282,0.097646
A283,99,113,37868.38,43947.42,113,99,0.8684,0.8617,0.00049539,0.00060488,0.099701
A960,101,93,50149.34,45992.71,93,101,1.0745,1.0904,0.00049527,0.00010992,0.098539
A197,101,101,41943.88,44557.06,101,101,0.9902,0.9414,0.00049514,0.00047549,0.094668
A649,100,104,40317.21,40172.59,104,100,0.9524,1.0036,0.00049513,0.0004683,0.095855
A1139,98,109,36897.95,43293.77,109,98,0.8909,0.8523,0.00049513,0.00039546,0.095472
A633,99,118,35020.93,49615.83,118,99,0.8319,0.7058,0.00049508,0.00055046,0.100497
A1156,101,106,43567.05,48213.85,106,101,0.9439,0.9036,0.00049501,0.00047699,0.095615
A1261,100,105,44587.03,40061.93,105,100,0.9434,1.113,0.00049498,0.00055472,0.097949
A480,101,98,38800.9,39895.82,98,101,1.0202,0.9726,0.00049495,0.00073578,0.095802
A479,101,103,42731.84,41609.25,103,101,0.9712,1.027,0.00049485,0.00054667,0.096185
A1700,97,77,39801.24,31331.61,77,97,1.2436,1.2703,0.00049484,0.00062494,0.094678
A1416,100,85,39053.14,31095.47,85,100,1.1628,1.2559,0.00049481,0.00034105,0.096355
A734,98,109,37867.21,43134.63,109,98,0.8909,0.8779,0.00049473,0.00063262,0.089195
A247,100,92,37891.85,37827.74,92,100,1.0753,1.0017,0.00049471,0.00018196,0.093526
A696,98,102,43938.37,37110.33,102,98,0.9515,1.184,0.0004947,0.00048569,0.093775
A408,101,104,44092.43,39470.86,104,101,0.9619,1.1171,0.0004947,0.00033972,0.09418
A522,97,99,33849.15,41155.4,99,97,0.97,0.8225,0.00049463,0.00028333,0.093193
A110,97,93,38465.36,41227.85,93,97,1.0319,0.933,0.00049461,0.00076563,0.092116
A1241,98,96,36837.11,38910.9,96,98,1.0103,0.9467,0.00049445,0.00033217,0.094169
A548,100,98,40760.93,40682.1,98,100,1.0101,1.0019,0.00049416,0.00063729,0.095182
A68,97,80,36502.81,32434.38,80,97,1.1975,1.1254,0.00049408,0.00039926,0.094324
A1766,96,103,37980.74,41636.45,103,96,0.9231,0.9122,0.00049403,0.00029055,0.09321
A1741,96,100,35596.97,40676.14,100,96,0.9505,0.8751,0.00049402,0.0004029,0.09203
A1567,101,86,43621.22,35163.47,86,101,1.1609,1.2405,0.00049402,0.00029288,0.095632
A1650,97,115,39933.57,43117.16,115,97,0.8362,0.9262,0.000494,0.00058311,0.099474
A1973,96,88,38313.41,34640.72,88,96,1.0787,1.106,0.00049391,0.00027221,0.098535
A841,99,87,43906.52,32574.74,87,99,1.125,1.3479,0.0004938,0.00045268,0.090584
A1226,98,93,41152.58,37606.28,93,98,1.0426,1.0943,0.00049377,0.00048669,0.09794
A1062,97,96,38625.85,41822.31,96,97,1.0,0.9236,0.0004937,0.00017792,0.092773
A910,100,104,38876.55,40171.71,104,100,0.9524,0.9678,0.00049368,0.0003197,0.09826
A1806,98,101,39279.48,45268.61,101,98,0.9608,0.8677,0.00049364,0.00032165,0.095332
A678,98,80,42553.76,32060.9,80,98,1.2099,1.3273,0.00049361,0.00031574,0.096491
A1212,97,90,42778.44,41065.86,90,97,1.0659,1.0417,0.00049361,0.00046192,0.094055
A1553,97,108,40222.02,46670.31,108,97,0.8899,0.8618,0.00049306,0.000754,0.09236
A1923,97,106,44318.65,45776.44,106,97,0.9065,0.9682,0.00049302,0.00070848,0.094386
A1603,97,99,41422.7,36674.54,99,97,0.97,1.1295,0.00049301,0.00041108,0.095069
A829,97,92,39254.89,32961.64,92,97,1.043,1.1909,0.00049289,0.00044656,0.097383
A1659,100,98,43950.19,35926.73,98,100,1.0101,1.2233,0.00049288,0.00050698,0.098484
A1508,100,90,42994.26,34691.92,90,100,1.0989,1.2393,0.00049288,0.0007941,0.094998
A902,99,90,38398.64,36474.73,90,99,1.0879,1.0527,0.00049275,0.00047408,0.093349
A1177,95,100,40149.05,43528.16,100,95,0.9406,0.9224,0.00049252,0.0005897,0.096702
A1164,101,108,40784.85,43087.83,108,101,0.9266,0.9466,0.00049248,0.00066541,0.093752
A1879,100,105,38639.02,49300.52,105,100,0.9434,0.7837,0.00049245,0.00052809,0.095693
A848,98,116,45334.14,52927.45,116,98,0.8376,0.8565,0.00049237,0.0003308,0.09623
A1654,99,109,34942.26,41465.64,109,99,0.9,0.8427,0.00049236,0.00056596,0.094012
A1778,100,93,39246.44,35785.05,93,100,1.0638,1.0967,0.00049236,0.00040649,0.094007
A1668,98,100,37348.19,40655.17,100,98,0.9703,0.9187,0.00049235,0.00031809,0.09375
A342,98,113,38527.07,46422.26,113,98,0.8596,0.8299,0.00049234,0.00045993,0.094919
A550,98,107,37128.2,41999.79,107,98,0.9074,0.884,0.00049231,0.00071127,0.097541
A1309,96,110,36931.55,45564.99,110,96,0.8649,0.8105,0.00049213,0.00033131,0.099598
A1772,97,98,40566.92,35006.45,98,97,0.9798,1.1588,0.00049206,0.00033331,0.097281
A1052,98,100,42283.88,37320.7,100,98,0.9703,1.133,0.00049201,0.00040944,0.096477
A1750,101,107,40419.57,40417.68,107,101,0.9352,1.0,0.00049201,0.0004223,0.095395
A1527,100,105,38723.67,39582.54,105,100,0.9434,0.9783,0.00049191,0.0007323,0.094052
A1048,98,115,40859.26,50024.5,115,98,0.8448,0.8168,0.00049187,0.00070326,0.093739
A466,97,86,34242.52,32147.0,86,97,1.1149,1.0652,0.00049185,0.00097509,0.09489
A1375,97,100,45428.64,37042.64,100,97,0.9604,1.2264,0.00049183,0.0001962,0.099476
A1776,99,103,42743.49,37513.86,103,99,0.9519,1.1394,0.0004918,0.00071448,0.094394
A1722,101,97,41327.26,39501.89,97,101,1.0306,1.0462,0.00049178,0.00053894,0.099066
A1620,99,100,48242.17,45699.64,100,99,0.9802,1.0556,0.00049175,0.00054647,0.090679
A66,99,106,36396.49,43272.02,106,99,0.9252,0.8411,0.00049162,0.00061946,0.099392
A1356,99,96,40498.11,38662.64,96,99,1.0206,1.0475,0.00049161,0.00056966,0.093439
A730,98,93,44464.04,39386.25,93,98,1.0426,1.1289,0.00049143,0.00039798,0.096859
A316,97,88,35534.49,38022.44,88,97,1.0899,0.9346,0.00049142,0.00048967,0.096683
A959,98,96,40268.78,33635.54,96,98,1.0103,1.1972,0.00049138,0.00031431,0.094712
A609,96,105,37874.98,43872.92,105,96,0.9057,0.8633,0.00049138,0.00029762,0.095508
A417,98,120,42006.36,51118.16,120,98,0.8099,0.8218,0.00049134,0.00088544,0.097873
A1906,102,95,42816.85,37178.36,95,102,1.0625,1.1517,0.00049122,0.00018065,0.095826
A1006,97,108,38638.87,45889.43,108,97,0.8899,0.842,0.00049121,0.00062968,0.090858
A28,100,116,43241.6,51151.63,116,100,0.8547,0.8454,0.00049112,0.00023921,0.095276
A898,98,99,35882.03,40341.62,99,98,0.98,0.8895,0.00049104,0.00037734,0.097944
A1708,96,89,42050.75,39353.81,89,96,1.0667,1.0685,0.00049101,0.0005269,0.090331
A1537,97,105,33563.64,46100.59,105,97,0.9151,0.7281,0.00049094,0.00049925,0.099189
A1327,97,107,34952.89,44558.6,107,97,0.8981,0.7844,0.00049089,0.00032418,0.096599
A757,98,90,57748.26,52266.11,90,98,1.0769,1.1049,0.0004908,0.00022494,0.09423
A388,100,97,39162.21,38436.55,97,100,1.0204,1.0189,0.00049078,0.0003837,0.095049
A1069,96,106,34369.94,46093.89,106,96,0.8972,0.7457,0.00049074,0.00082327,0.095294
A385,97,105,35100.97,42851.85,105,97,0.9151,0.8191,0.00049071,0.00018568,0.097354
A721,98,101,38487.97,38075.77,101,98,0.9608,1.0108,0.00049064,0.00041115,0.093805
A1568,97,93,39241.8,35830.03,93,97,1.0319,1.0952,0.00049051,0.0002879,0.09623
A1441,98,118,37972.68,51821.83,118,98,0.8235,0.7328,0.00049047,0.00023069,0.096014
A603,97,87,39617.11,36134.79,87,97,1.1023,1.0964,0.00049047,0.00064003,0.096092
A883,96,97,42686.68,40286.01,97,96,0.9796,1.0596,0.00049045,0.00036688,0.097181
A979,101,110,35421.08,44776.59,110,101,0.9099,0.7911,0.00049042,0.00047422,0.097693
